timestamp,temperature,humidity,pir_sensor,door_opening,gases,electric_consumption
2024-11-01 02:32:00,25.26,51.33,1,1,359.1,1.72
2024-11-01 02:36:00,21.6,45.09,0,0,286.88,0.72
2024-11-01 02:40:00,16.83,71.68,0,0,284.07,0.53
2024-11-01 02:44:00,22.43,76.17,0,0,329.09,1.34
2024-11-01 02:48:00,15.52,44.69,1,1,274.11,1.15
2024-11-01 02:52:00,28.64,32.97,1,0,311.43,1.74
2024-11-01 02:56:00,18.88,80.93,0,0,280.99,1.23
2024-11-01 03:00:00,24.94,30.6,0,0,171.04,1.3
2024-11-01 03:04:00,19.68,86.23,0,0,319.32,1.26
2024-11-01 03:08:00,22.8,67.66,0,0,313.09,1.37
2024-11-01 03:12:00,23.2,49.31,0,0,317.69,0.39
2024-11-01 03:16:00,17.77,44.79,0,0,196.22,1.42
2024-11-01 03:20:00,29.54,30.54,0,0,232.47,0.21
2024-11-01 03:24:00,26.63,44.13,0,0,358.13,0.53
2024-11-01 03:28:00,29.09,38.26,0,0,303.7,0.31
2024-11-01 03:32:00,28.42,66.73,0,0,205.32,1.43
2024-11-01 03:36:00,23.97,39.99,0,0,304.23,0.75
2024-11-01 03:40:00,28.83,61.72,0,0,221.51,0.61
2024-11-01 03:44:00,16.33,65.41,0,0,271.34,0.42
2024-11-01 03:48:00,17.94,47.88,0,0,312.68,0.4
2024-11-01 03:52:00,15.68,32.1,1,1,312.75,1.72
2024-11-01 03:56:00,19.88,32.24,0,0,350.34,0.26
2024-11-01 04:00:00,20.83,31.58,1,0,323.26,1.8
2024-11-01 04:04:00,19.07,74.35,0,0,326.41,1.21
2024-11-01 04:08:00,27.43,49.08,0,0,280.93,0.98
2024-11-01 04:12:00,20.35,77.78,0,0,257.48,1.27
2024-11-01 04:16:00,19.21,55.9,1,1,302.45,1.46
2024-11-01 04:20:00,23.14,57.18,0,0,351.0,0.3
2024-11-01 04:24:00,17.11,60.77,0,0,341.3,1.14
2024-11-01 04:28:00,27.03,72.78,0,0,289.94,1.28
2024-11-01 04:32:00,16.12,46.41,1,0,297.02,1.4
2024-11-01 04:36:00,29.8,37.3,1,0,254.88,2.15
2024-11-01 04:40:00,26.58,63.36,0,0,357.53,0.8
2024-11-01 04:44:00,17.98,49.62,0,0,380.76,0.46
2024-11-01 04:48:00,15.08,56.55,0,0,321.97,0.82
2024-11-01 04:52:00,27.23,68.82,1,0,218.22,1.35
2024-11-01 04:56:00,25.6,59.65,0,0,333.67,0.81
2024-11-01 05:00:00,25.94,67.22,1,0,382.73,1.3
2024-11-01 05:04:00,26.57,62.65,0,0,244.08,0.44
2024-11-01 05:08:00,16.11,74.39,0,0,342.29,1.35
2024-11-01 05:12:00,20.38,72.36,1,0,290.6,1.33
2024-11-01 05:16:00,16.74,62.05,0,0,362.19,0.49
2024-11-01 05:20:00,27.95,70.73,1,0,242.11,2.15
2024-11-01 05:24:00,24.35,82.41,0,0,278.32,0.95
2024-11-01 05:28:00,19.96,55.94,1,1,221.6,1.68
2024-11-01 05:32:00,15.95,54.77,0,0,316.98,1.3
2024-11-01 05:36:00,19.66,75.85,0,0,327.66,0.88
2024-11-01 05:40:00,19.88,64.95,0,0,317.2,0.49
2024-11-01 05:44:00,25.94,34.26,0,0,274.21,0.75
2024-11-01 05:48:00,24.56,83.53,0,0,278.03,1.18
2024-11-01 05:52:00,28.31,31.85,1,1,283.64,1.97
2024-11-01 05:56:00,22.08,74.9,0,0,344.27,0.56
2024-11-01 06:00:00,16.79,75.53,0,0,227.37,0.54
2024-11-01 06:04:00,25.7,87.19,1,0,282.97,1.29
2024-11-01 06:08:00,26.41,33.25,0,0,226.38,0.98
2024-11-01 06:12:00,23.42,65.81,0,0,279.54,0.56
2024-11-01 06:16:00,26.56,55.67,0,0,299.29,1.36
2024-11-01 06:20:00,22.41,49.84,0,0,405.02,1.47
2024-11-01 06:24:00,22.84,35.42,0,0,266.61,1.08
2024-11-01 06:28:00,21.41,63.76,1,1,351.35,2.13
2024-11-01 06:32:00,15.38,58.74,1,1,214.48,1.51
2024-11-01 06:36:00,16.62,36.27,0,0,301.99,1.26
2024-11-01 06:40:00,15.47,66.75,0,0,301.88,1.08
2024-11-01 06:44:00,24.55,74.28,1,0,337.26,1.07
2024-11-01 06:48:00,19.72,76.04,0,0,272.69,0.61
2024-11-01 06:52:00,22.63,84.32,0,0,260.75,0.84
2024-11-01 06:56:00,28.61,54.57,0,0,195.99,1.23
2024-11-01 07:00:00,18.74,87.18,1,0,316.55,1.94
2024-11-01 07:04:00,21.16,81.93,0,0,267.9,1.02
2024-11-01 07:08:00,26.33,47.79,1,1,351.27,1.94
2024-11-01 07:12:00,18.43,39.56,0,0,325.59,0.54
2024-11-01 07:16:00,16.15,56.12,0,0,359.27,1.16
2024-11-01 07:20:00,19.35,54.11,1,0,256.32,1.87
2024-11-01 07:24:00,17.42,64.54,0,0,310.23,0.49
2024-11-01 07:28:00,28.95,65.0,0,0,309.5,1.44
2024-11-01 07:32:00,27.12,75.0,0,0,275.19,0.87
2024-11-01 07:36:00,24.5,60.59,0,0,361.52,1.23
2024-11-01 07:40:00,28.07,36.29,0,0,339.07,0.88
2024-11-01 07:44:00,27.06,81.5,1,0,401.54,2.26
2024-11-01 07:48:00,17.8,48.59,1,0,334.73,0.91
2024-11-01 07:52:00,28.39,88.28,1,0,393.44,1.64
2024-11-01 07:56:00,23.09,37.07,1,1,392.31,0.82
2024-11-01 08:00:00,27.11,87.5,1,0,275.42,1.45
2024-11-01 08:04:00,28.44,35.46,1,1,226.52,1.56
2024-11-01 08:08:00,19.77,43.86,1,1,384.33,1.34
2024-11-01 08:12:00,16.65,32.79,0,0,334.69,1.27
2024-11-01 08:16:00,18.42,72.31,0,0,326.06,0.81
2024-11-01 08:20:00,21.41,81.02,1,0,277.57,1.76
2024-11-01 08:24:00,27.27,56.04,0,0,319.86,1.4
2024-11-01 08:28:00,27.91,85.71,1,1,350.85,2.09
2024-11-01 08:32:00,15.1,65.42,0,0,332.93,0.27
2024-11-01 08:36:00,22.66,67.8,0,0,269.31,0.43
2024-11-01 08:40:00,21.26,80.73,1,0,377.12,0.91
2024-11-01 08:44:00,18.33,47.81,0,0,306.24,0.29
2024-11-01 08:48:00,16.8,51.26,1,0,333.96,1.49
2024-11-01 08:52:00,20.06,84.36,1,1,342.03,1.74
2024-11-01 08:56:00,29.14,84.06,1,0,406.59,1.08
2024-11-01 09:00:00,19.85,88.59,0,0,320.72,0.71
2024-11-01 09:04:00,22.78,84.11,0,0,297.39,0.71
2024-11-01 09:08:00,25.55,37.64,0,0,395.69,0.97
2024-11-01 09:12:00,20.45,79.42,1,1,355.4,2.32
2024-11-01 09:16:00,29.58,54.59,0,0,315.3,1.48
2024-11-01 09:20:00,29.44,89.45,0,0,312.15,0.99
2024-11-01 09:24:00,18.78,58.34,0,0,202.0,0.86
2024-11-01 09:28:00,22.46,63.23,0,0,295.63,1.09
2024-11-01 09:32:00,19.51,61.79,1,0,229.88,1.89
2024-11-01 09:36:00,19.27,49.3,0,0,166.52,0.88
2024-11-01 09:40:00,15.55,34.5,0,0,270.2,1.16
2024-11-01 09:44:00,24.14,83.74,1,1,230.93,1.75
2024-11-01 09:48:00,22.54,78.16,1,0,282.25,2.26
2024-11-01 09:52:00,15.77,38.37,1,0,315.4,0.84
2024-11-01 09:56:00,19.18,76.61,1,0,325.46,1.46
2024-11-01 10:00:00,28.62,67.55,0,0,294.54,0.72
2024-11-01 10:04:00,18.59,54.55,0,0,235.56,1.2
2024-11-01 10:08:00,17.17,45.24,0,0,293.94,0.45
2024-11-01 10:12:00,22.34,81.58,0,0,246.71,0.76
2024-11-01 10:16:00,29.78,72.01,0,0,370.17,1.11
2024-11-01 10:20:00,18.63,62.86,0,0,292.62,0.98
2024-11-01 10:24:00,25.08,66.57,0,0,243.04,0.91
2024-11-01 10:28:00,26.42,35.46,0,0,247.45,0.77
2024-11-01 10:32:00,18.56,58.44,0,0,300.35,1.18
2024-11-01 10:36:00,25.92,41.62,0,0,302.91,1.04
2024-11-01 10:40:00,20.52,42.5,1,0,290.32,2.28
2024-11-01 10:44:00,24.48,69.68,1,0,349.69,1.66
2024-11-01 10:48:00,24.5,84.68,1,0,251.92,0.99
2024-11-01 10:52:00,23.04,54.23,0,0,350.18,1.01
2024-11-01 10:56:00,16.35,42.46,0,0,295.3,0.26
2024-11-01 11:00:00,27.53,68.92,0,0,374.32,0.7
2024-11-01 11:04:00,19.81,82.27,1,0,289.27,1.36
2024-11-01 11:08:00,17.8,74.9,0,0,369.9,1.31
2024-11-01 11:12:00,15.61,82.13,0,0,338.45,0.43
2024-11-01 11:16:00,23.86,62.19,0,0,420.76,1.04
2024-11-01 11:20:00,25.16,75.11,0,0,355.84,0.45
2024-11-01 11:24:00,15.25,38.4,0,0,322.28,1.43
2024-11-01 11:28:00,22.68,50.9,0,0,287.37,0.89
2024-11-01 11:32:00,18.4,53.37,0,0,385.91,1.12
2024-11-01 11:36:00,24.68,60.68,1,0,345.1,1.67
2024-11-01 11:40:00,17.62,85.74,0,0,316.49,0.59
2024-11-01 11:44:00,25.36,82.46,1,0,351.96,1.92
2024-11-01 11:48:00,20.8,38.07,0,0,283.97,1.02
2024-11-01 11:52:00,29.05,40.37,0,0,283.12,0.86
2024-11-01 11:56:00,17.06,51.46,0,0,347.37,0.89
2024-11-01 12:00:00,20.12,47.44,0,0,397.34,1.36
2024-11-01 12:04:00,16.7,66.89,0,0,349.74,0.28
2024-11-01 12:08:00,28.87,84.17,0,0,396.86,0.71
2024-11-01 12:12:00,28.16,87.74,0,0,327.07,1.29
2024-11-01 12:16:00,18.87,69.22,0,0,398.26,0.25
2024-11-01 12:20:00,24.9,80.29,0,0,326.52,1.03
2024-11-01 12:24:00,27.26,61.51,0,0,338.67,0.72
2024-11-01 12:28:00,23.33,42.5,0,0,336.99,0.47
2024-11-01 12:32:00,22.94,61.48,0,0,317.8,0.99
2024-11-01 12:36:00,18.63,63.3,0,0,277.61,1.28
2024-11-01 12:40:00,16.4,74.55,0,0,299.9,0.81
2024-11-01 12:44:00,28.46,43.19,0,0,267.7,0.39
2024-11-01 12:48:00,28.51,52.1,0,0,313.36,0.6
2024-11-01 12:52:00,24.5,51.84,0,0,353.73,1.48
2024-11-01 12:56:00,20.09,87.57,0,0,460.82,0.34
2024-11-01 13:00:00,20.24,56.64,0,0,351.79,0.41
2024-11-01 13:04:00,25.89,75.31,0,0,348.84,1.49
2024-11-01 13:08:00,28.46,75.05,0,0,387.0,1.35
2024-11-01 13:12:00,28.31,45.93,1,0,313.48,2.04
2024-11-01 13:16:00,26.7,64.31,0,0,328.7,0.4
2024-11-01 13:20:00,24.63,83.66,0,0,360.43,0.51
2024-11-01 13:24:00,16.26,58.51,1,1,322.58,1.01
2024-11-01 13:28:00,17.42,86.71,0,0,327.2,1.02
2024-11-01 13:32:00,28.48,42.87,0,0,277.74,0.72
2024-11-01 13:36:00,24.1,34.45,1,1,452.36,1.18
2024-11-01 13:40:00,15.14,83.49,1,0,376.8,1.26
2024-11-01 13:44:00,16.52,80.86,0,0,429.41,1.32
2024-11-01 13:48:00,24.95,89.56,0,0,387.76,1.23
2024-11-01 13:52:00,15.08,70.76,0,0,365.9,1.04
2024-11-01 13:56:00,17.41,86.2,0,0,274.82,0.31
2024-11-01 14:00:00,23.23,79.62,0,0,281.41,1.35
2024-11-01 14:04:00,25.38,80.67,0,0,340.33,0.89
2024-11-01 14:08:00,24.78,64.15,1,0,305.54,1.57
2024-11-01 14:12:00,18.36,52.94,0,0,278.29,1.41
2024-11-01 14:16:00,25.68,86.07,0,0,303.66,0.21
2024-11-01 14:20:00,18.56,55.93,0,0,320.82,0.92
2024-11-01 14:24:00,19.88,62.33,0,0,420.46,1.23
2024-11-01 14:28:00,26.2,56.77,0,0,353.03,0.28
2024-11-01 14:32:00,24.74,63.89,0,0,378.52,0.66
2024-11-01 14:36:00,27.74,58.23,0,0,321.83,1.47
2024-11-01 14:40:00,24.86,32.88,0,0,311.37,0.48
2024-11-01 14:44:00,23.52,82.92,0,0,356.2,0.89
2024-11-01 14:48:00,16.41,56.66,0,0,399.34,1.17
2024-11-01 14:52:00,20.52,65.34,0,0,217.89,0.71
2024-11-01 14:56:00,18.98,38.35,0,0,294.62,0.73
2024-11-01 15:00:00,18.66,30.2,0,0,312.35,0.28
2024-11-01 15:04:00,29.6,44.72,0,0,320.9,0.45
2024-11-01 15:08:00,20.9,72.28,0,0,241.15,1.34
2024-11-01 15:12:00,28.38,35.95,1,0,298.07,2.0
2024-11-01 15:16:00,24.47,84.53,0,0,300.64,0.6
2024-11-01 15:20:00,26.92,42.9,0,0,373.58,0.7
2024-11-01 15:24:00,22.54,42.28,0,0,310.42,0.77
2024-11-01 15:28:00,23.65,40.89,0,0,292.91,0.65
2024-11-01 15:32:00,22.39,30.84,0,0,264.81,1.05
2024-11-01 15:36:00,17.93,76.31,0,0,330.38,0.22
2024-11-01 15:40:00,25.84,82.5,1,0,287.26,2.2
2024-11-01 15:44:00,19.21,66.85,0,0,271.67,0.59
2024-11-01 15:48:00,15.36,41.29,0,0,250.99,1.33
2024-11-01 15:52:00,24.68,47.12,0,0,285.16,0.79
2024-11-01 15:56:00,17.66,58.56,0,0,334.93,1.21
2024-11-01 16:00:00,29.11,87.26,0,0,274.35,1.27
2024-11-01 16:04:00,29.31,44.84,0,0,301.72,0.59
2024-11-01 16:08:00,28.72,73.9,1,0,272.15,1.9
2024-11-01 16:12:00,20.55,56.37,1,0,308.52,1.81
2024-11-01 16:16:00,15.23,47.87,0,0,304.16,0.82
2024-11-01 16:20:00,28.92,57.35,0,0,260.64,0.81
2024-11-01 16:24:00,21.42,34.27,0,0,341.59,0.6
2024-11-01 16:28:00,29.5,77.92,0,0,227.2,0.6
2024-11-01 16:32:00,29.45,44.6,1,0,356.76,1.8
2024-11-01 16:36:00,27.8,73.52,0,0,316.46,0.24
2024-11-01 16:40:00,19.42,34.1,0,0,329.39,1.41
2024-11-01 16:44:00,20.78,87.31,0,0,217.47,1.04
2024-11-01 16:48:00,27.77,41.58,0,0,297.45,0.78
2024-11-01 16:52:00,19.75,82.96,0,0,376.69,0.28
2024-11-01 16:56:00,17.54,78.57,1,0,292.73,1.52
2024-11-01 17:00:00,23.35,88.07,0,0,306.52,0.22
2024-11-01 17:04:00,29.04,58.67,0,0,242.79,1.08
2024-11-01 17:08:00,25.44,73.64,0,0,228.05,0.29
2024-11-01 17:12:00,23.55,52.24,0,0,311.52,1.05
2024-11-01 17:16:00,16.46,41.06,0,0,266.1,0.73
2024-11-01 17:20:00,24.23,56.58,0,0,272.31,1.06
2024-11-01 17:24:00,29.85,39.94,0,0,303.16,0.38
2024-11-01 17:28:00,17.1,88.92,0,0,334.32,0.35
2024-11-01 17:32:00,22.77,35.77,0,0,326.29,0.52
2024-11-01 17:36:00,28.16,65.35,0,0,304.98,0.73
2024-11-01 17:40:00,26.11,67.59,0,0,344.36,0.53
2024-11-01 17:44:00,25.46,62.28,1,0,352.2,1.06
2024-11-01 17:48:00,25.54,69.73,0,0,293.42,0.62
2024-11-01 17:52:00,20.39,36.97,0,0,383.42,1.12
2024-11-01 17:56:00,19.4,63.3,1,0,245.64,1.72
2024-11-01 18:00:00,27.14,47.23,0,0,254.86,1.45
2024-11-01 18:04:00,27.15,86.41,1,1,398.31,1.39
2024-11-01 18:08:00,28.01,75.72,0,0,310.72,0.63
2024-11-01 18:12:00,28.7,88.35,1,1,178.37,1.88
2024-11-01 18:16:00,22.67,32.25,1,1,304.92,1.47
2024-11-01 18:20:00,22.52,47.11,0,0,413.31,1.0
2024-11-01 18:24:00,26.97,41.73,0,0,299.68,1.43
2024-11-01 18:28:00,24.75,30.67,0,0,230.81,0.85
2024-11-01 18:32:00,25.53,44.54,0,0,371.25,0.85
2024-11-01 18:36:00,26.94,70.73,0,0,372.14,1.21
2024-11-01 18:40:00,28.35,43.87,0,0,316.55,1.18
2024-11-01 18:44:00,20.07,60.54,0,0,320.63,0.87
2024-11-01 18:48:00,20.63,83.27,0,0,299.93,0.28
2024-11-01 18:52:00,16.41,71.63,0,0,370.75,1.48
2024-11-01 18:56:00,23.67,53.68,0,0,258.29,0.69
2024-11-01 19:00:00,15.54,52.35,0,0,388.65,0.61
2024-11-01 19:04:00,21.98,57.34,1,0,368.98,2.21
2024-11-01 19:08:00,23.14,40.62,1,0,334.03,1.89
2024-11-01 19:12:00,19.3,68.04,1,0,323.03,1.35
2024-11-01 19:16:00,23.86,51.85,0,0,349.51,0.6
2024-11-01 19:20:00,15.46,81.14,0,0,257.67,1.14
2024-11-01 19:24:00,15.56,75.39,0,0,449.0,0.63
2024-11-01 19:28:00,27.34,66.63,0,0,350.68,0.53
2024-11-01 19:32:00,20.4,51.85,1,0,330.93,2.36
2024-11-01 19:36:00,16.91,42.6,0,0,425.65,0.94
2024-11-01 19:40:00,22.83,76.57,1,0,325.97,1.9
2024-11-01 19:44:00,26.55,59.18,1,1,299.32,1.87
2024-11-01 19:48:00,18.24,43.49,1,1,264.7,2.17
2024-11-01 19:52:00,24.34,41.71,0,0,351.9,1.37
2024-11-01 19:56:00,16.28,39.92,0,0,350.43,0.85
2024-11-01 20:00:00,15.78,76.63,0,0,444.37,1.18
2024-11-01 20:04:00,22.97,43.74,0,0,310.57,1.24
2024-11-01 20:08:00,23.11,61.6,1,1,236.91,2.37
2024-11-01 20:12:00,24.56,57.09,0,0,421.94,1.13
2024-11-01 20:16:00,25.89,64.78,0,0,299.91,1.36
2024-11-01 20:20:00,29.64,82.63,0,0,359.35,0.32
2024-11-01 20:24:00,22.74,82.06,0,0,419.7,0.36
2024-11-01 20:28:00,19.84,57.06,0,0,330.35,0.41
2024-11-01 20:32:00,26.93,30.92,0,0,387.77,0.39
2024-11-01 20:36:00,19.06,55.59,1,1,423.01,1.28
2024-11-01 20:40:00,21.58,66.37,1,0,458.76,0.9
2024-11-01 20:44:00,16.18,63.47,0,0,400.83,1.49
2024-11-01 20:48:00,15.38,69.08,0,0,476.86,0.55
2024-11-01 20:52:00,29.44,39.24,0,0,253.66,0.82
2024-11-01 20:56:00,27.54,68.79,1,1,322.53,2.08
2024-11-01 21:00:00,25.44,40.96,0,0,364.35,0.35
2024-11-01 21:04:00,21.13,75.03,1,1,413.5,1.22
2024-11-01 21:08:00,17.6,50.35,0,0,354.62,0.41
2024-11-01 21:12:00,17.35,72.59,0,0,343.72,0.28
2024-11-01 21:16:00,18.75,32.87,0,0,268.23,1.45
2024-11-01 21:20:00,23.24,54.47,1,0,278.15,2.02
2024-11-01 21:24:00,25.72,72.3,0,0,390.99,1.34
2024-11-01 21:28:00,24.9,43.61,0,0,328.38,1.33
2024-11-01 21:32:00,19.2,77.72,0,0,413.23,0.4
2024-11-01 21:36:00,29.32,67.85,0,0,291.37,1.22
2024-11-01 21:40:00,26.07,65.25,0,0,382.56,1.15
2024-11-01 21:44:00,23.32,51.21,1,0,344.11,2.24
2024-11-01 21:48:00,24.18,58.95,1,0,311.26,1.27
2024-11-01 21:52:00,21.29,65.84,1,0,320.64,1.49
2024-11-01 21:56:00,18.72,58.35,0,0,327.71,0.58
2024-11-01 22:00:00,20.34,71.9,0,0,298.42,0.54
2024-11-01 22:04:00,26.37,56.02,1,0,255.42,1.96
2024-11-01 22:08:00,15.22,42.14,0,0,325.78,0.41
2024-11-01 22:12:00,16.74,42.84,0,0,360.25,0.8
2024-11-01 22:16:00,15.69,30.35,0,0,287.8,1.04
2024-11-01 22:20:00,15.61,48.06,1,1,329.08,1.21
2024-11-01 22:24:00,27.83,74.94,1,0,292.03,1.44
2024-11-01 22:28:00,25.55,77.65,1,0,420.51,2.42
2024-11-01 22:32:00,22.11,42.15,0,0,300.69,1.23
2024-11-01 22:36:00,16.47,87.54,0,0,335.07,1.08
2024-11-01 22:40:00,22.37,60.14,1,0,358.36,2.17
2024-11-01 22:44:00,22.1,85.02,0,0,267.96,0.22
2024-11-01 22:48:00,17.6,72.41,0,0,335.3,0.21
2024-11-01 22:52:00,21.51,73.35,1,0,343.12,1.1
2024-11-01 22:56:00,20.98,35.1,0,0,321.49,0.84
2024-11-01 23:00:00,24.24,43.2,0,0,338.16,0.94
2024-11-01 23:04:00,24.53,30.53,0,0,267.59,0.35
2024-11-01 23:08:00,15.68,72.97,0,0,407.36,0.29
2024-11-01 23:12:00,20.62,50.67,0,0,180.08,1.28
2024-11-01 23:16:00,24.39,77.2,0,0,257.94,0.8
2024-11-01 23:20:00,22.55,50.34,0,0,233.11,1.49
2024-11-01 23:24:00,27.85,79.16,0,0,386.14,0.5
2024-11-01 23:28:00,24.88,37.84,0,0,293.45,1.04
2024-11-01 23:32:00,17.44,40.4,0,0,252.77,1.25
2024-11-01 23:36:00,16.06,50.45,0,0,269.72,1.33
2024-11-01 23:40:00,24.64,54.51,0,0,223.76,0.6
2024-11-01 23:44:00,15.4,50.92,0,0,331.37,0.45
2024-11-01 23:48:00,23.79,75.82,0,0,336.4,0.49
2024-11-01 23:52:00,29.1,35.82,1,0,315.18,1.67
2024-11-01 23:56:00,23.63,51.07,0,0,264.2,0.88
2024-11-02 00:00:00,20.82,80.23,0,0,376.31,0.98
2024-11-02 00:04:00,24.65,34.01,0,0,339.09,0.23
2024-11-02 00:08:00,21.87,86.54,0,0,212.77,0.71
2024-11-02 00:12:00,23.18,89.18,1,1,290.31,1.24
2024-11-02 00:16:00,29.12,35.31,1,0,242.16,2.02
2024-11-02 00:20:00,20.79,47.48,0,0,373.6,1.21
2024-11-02 00:24:00,29.42,52.34,0,0,277.58,0.76
2024-11-02 00:28:00,28.58,76.58,0,0,231.04,1.02
2024-11-02 00:32:00,17.94,65.76,0,0,292.69,0.26
2024-11-02 00:36:00,16.04,68.66,0,0,379.49,1.03
2024-11-02 00:40:00,16.51,75.45,0,0,343.22,0.33
2024-11-02 00:44:00,15.27,37.08,0,0,273.93,1.13
2024-11-02 00:48:00,16.42,79.99,0,0,291.3,0.95
2024-11-02 00:52:00,25.25,72.34,0,0,349.75,0.59
2024-11-02 00:56:00,16.07,64.64,0,0,369.73,0.68
2024-11-02 01:00:00,19.78,83.38,0,0,222.46,0.32
2024-11-02 01:04:00,27.67,72.02,0,0,307.68,0.62
2024-11-02 01:08:00,15.35,42.1,1,1,282.26,2.33
2024-11-02 01:12:00,27.22,55.78,0,0,275.62,0.83
2024-11-02 01:16:00,19.23,59.64,0,0,367.1,0.82
2024-11-02 01:20:00,16.77,33.31,1,0,232.25,1.54
2024-11-02 01:24:00,25.45,87.28,1,0,340.25,1.74
2024-11-02 01:28:00,24.43,37.71,0,0,185.9,0.66
2024-11-02 01:32:00,28.16,71.85,0,0,263.74,0.38
2024-11-02 01:36:00,26.03,60.37,0,0,301.69,1.02
2024-11-02 01:40:00,27.05,31.54,0,0,234.44,1.17
2024-11-02 01:44:00,19.23,85.48,1,1,410.19,2.28
2024-11-02 01:48:00,17.66,81.11,0,0,264.14,0.2
2024-11-02 01:52:00,26.26,61.46,0,0,260.12,0.29
2024-11-02 01:56:00,27.1,43.74,0,0,265.32,1.37
2024-11-02 02:00:00,29.86,37.3,0,0,329.18,1.02
2024-11-02 02:04:00,21.19,51.8,0,0,345.37,1.45
2024-11-02 02:08:00,20.58,45.33,0,0,278.09,0.76
2024-11-02 02:12:00,26.65,60.4,0,0,315.83,0.74
2024-11-02 02:16:00,20.11,87.98,0,0,319.72,0.65
2024-11-02 02:20:00,28.96,64.5,0,0,227.94,0.39
2024-11-02 02:24:00,27.88,83.4,0,0,294.05,0.69
2024-11-02 02:28:00,21.43,69.05,0,0,268.47,0.22
2024-11-02 02:32:00,26.26,58.51,0,0,222.17,0.86
2024-11-02 02:36:00,26.32,81.28,0,0,310.66,1.3
2024-11-02 02:40:00,16.55,58.28,0,0,350.74,0.62
2024-11-02 02:44:00,28.54,82.12,1,1,302.19,1.07
2024-11-02 02:48:00,22.58,47.49,0,0,171.42,1.47
2024-11-02 02:52:00,27.4,37.73,1,0,277.15,1.07
2024-11-02 02:56:00,19.8,81.32,0,0,255.32,0.89
2024-11-02 03:00:00,28.43,65.24,0,0,388.99,1.25
2024-11-02 03:04:00,20.84,83.35,0,0,283.04,0.53
2024-11-02 03:08:00,15.16,86.27,0,0,219.31,1.29
2024-11-02 03:12:00,28.58,33.22,1,1,297.71,1.48
2024-11-02 03:16:00,16.37,60.06,0,0,331.77,0.63
2024-11-02 03:20:00,19.79,52.5,0,0,304.95,1.33
2024-11-02 03:24:00,29.25,67.55,0,0,259.87,1.01
2024-11-02 03:28:00,29.26,77.62,1,0,277.07,1.64
2024-11-02 03:32:00,23.6,46.84,0,0,338.28,0.86
2024-11-02 03:36:00,24.48,63.41,0,0,305.06,0.56
2024-11-02 03:40:00,21.73,72.52,0,0,401.26,0.6
2024-11-02 03:44:00,19.4,38.07,0,0,304.9,0.31
2024-11-02 03:48:00,19.93,78.84,0,0,223.6,0.52
2024-11-02 03:52:00,25.09,66.37,0,0,290.02,0.56
2024-11-02 03:56:00,26.29,86.97,1,0,271.83,0.83
2024-11-02 04:00:00,26.87,50.37,1,0,222.38,1.25
2024-11-02 04:04:00,26.84,36.49,0,0,306.53,0.55
